Wavenumber	Intensity
1346.88	372.218
1347.58	372.347
1348.28	367.366
1348.98	373.749
1349.69	370.371
1350.39	376.725
1351.09	371.286
1351.79	366.201
1352.5	364.761
1353.2	367.714
1353.9	360.916
1354.6	365.632
1355.31	368.239
1356.01	365.986
1356.71	366.276
1357.41	364.353
1358.12	358.359
1358.82	367.072
1359.52	369.748
1360.22	367.175
1360.93	382.651
1361.63	373.636
1362.33	373.551
1363.03	368.673
1363.73	371.349
1364.43	377.175
1365.14	372.366
1365.84	377.777
1366.54	375.94
1367.24	366.531
1367.94	376.766
1368.64	378.579
1369.34	368.183
1370.04	371.783
1370.75	370.12
1371.45	369.887
1372.15	372.149
1372.85	369.526
1373.55	373.978
1374.25	374.949
1374.95	374.475
1375.65	362.42
1376.35	364.191
1377.05	360.329
1377.76	363.016
1378.45	373.294
1379.15	369.553
1379.86	361.366
1380.56	365.259
1381.26	370.128
1381.96	367.505
1382.66	364.254
1383.36	371.58
1384.06	356.27
1384.76	367.379
1385.46	366.062
1386.16	363.858
1386.86	368.146
1387.55	366.807
1388.25	372.733
1388.95	364.302
1389.65	356.486
1390.35	369.043
1391.05	354.217
1391.75	357.045
1392.45	362.669
1393.15	371.316
1393.85	361.692
1394.55	362.152
1395.25	366.698
1395.95	363.019
1396.65	364.426
1397.34	368.108
1398.04	363.97
1398.74	371.687
1399.44	364.896
1400.14	362.955
1400.84	356.742
1401.54	364.745
1402.23	369.996
1402.93	363.666
1403.63	361.005
1404.33	364.434
1405.03	356.49
1405.72	363.39
1406.42	364.862
1407.12	366.945
1407.82	372.688
1408.52	350.218
1409.21	355.793
1409.91	369.074
1410.61	356.23
1411.31	359.489
1412.01	366.957
1412.7	365.208
1413.4	368.151
1414.1	355.028
1414.79	354.072
1415.49	370.62
1416.19	365.981
1416.89	365.781
1417.58	367.056
1418.28	363.501
1418.98	355.776
1419.67	361.064
1420.37	367.65
1421.07	358.115
1421.76	359.146
1422.46	357.374
1423.16	368.489
1423.85	365.323
1424.55	371.543
1425.25	362.574
1425.94	367.052
1426.64	370.495
1427.34	368.534
1428.03	357.456
1428.73	360.833
1429.42	370.708
1430.12	363.522
1430.82	356.806
1431.51	362.143
1432.21	364.042
1432.9	366.061
1433.6	354.389
1434.29	349.4
1434.99	362.705
1435.12	366.989
1435.82	354.843
1436.52	352.266
1437.22	366.912
1437.91	368.493
1438.61	362.027
1439.31	357.21
1440.01	360.881
1440.7	360.013
1441.4	357.853
1442.1	369.273
1442.79	363.097
1443.49	362.684
1444.19	368.756
1444.88	372.534
1445.58	359.712
1446.28	363.088
1446.97	364.211
1447.67	366.863
1448.37	363.941
1449.06	369.784
1449.76	368.939
1450.45	376.504
1451.15	368.903
1451.85	362.698
1452.54	358.448
1453.24	374.315
1453.94	372.702
1454.63	357.184
1455.33	364.146
1456.02	371.425
1456.72	371.462
1457.41	367.448
1458.11	369.865
1458.8	376.837
1459.5	369.513
1460.2	376.909
1460.89	374.956
1461.59	380.367
1462.28	385.008
1462.98	371.772
1463.67	376.436
1464.37	369.511
1465.06	371.943
1465.76	377.074
1466.45	371.732
1467.15	376.232
1467.84	372.236
1468.53	379.722
1469.23	377.32
1469.92	386.112
1470.62	390.04
1471.31	388.055
1472.01	388.417
1472.7	385.346
1473.4	376.835
1474.09	384.047
1474.78	383.854
1475.48	384.502
1476.17	383.478
1476.87	388.255
1477.56	385.953
1478.25	386.454
1478.95	386.416
1479.64	399.08
1480.33	390.188
1481.03	386.643
1481.72	395.119
1482.42	405.409
1483.11	386.592
1483.8	398.228
1484.5	400.766
1485.19	401.714
1485.88	393.869
1486.58	402.819
1487.27	404.091
1487.96	401.233
1488.65	403.12
1489.35	408.433
1490.04	403.971
1490.73	405.054
1491.43	406.763
1492.12	414.411
1492.81	411.662
1493.5	398.641
1494.19	409.65
1494.89	418.411
1495.58	410.995
1496.27	417.807
1496.96	415.948
1497.66	413.29
1498.35	416.397
1499.04	419.628
1499.73	418.753
1500.42	413.792
1501.12	418.055
1501.81	421.66
1502.5	427.81
1503.19	419.731
1503.88	413.03
1504.58	419.009
1505.27	422.976
1505.96	427.683
1506.65	436.804
1507.34	424.041
1508.03	422.964
1508.72	415.935
1509.41	430.192
1510.11	434.958
1510.8	430.336
1511.49	426.12
1512.18	419.976
1512.87	421.44
1513.56	428.236
1514.25	428.923
1514.94	424.548
1515.63	435.681
1516.32	428.342
1517.01	429.44
1517.7	430.529
1518.39	423.562
1519.08	426.812
1519.77	422.147
1520.46	432.056
1521.16	430.86
1521.84	422.17
1522.53	426.314
1523.22	426.748
1523.91	427.556
1524.6	421.89
1525.29	421.84
1525.98	422.959
1526.67	430.835
1527.36	423.468
1528.05	427.19
1528.74	422.044
1529.43	425.436
1530.12	421.568
1530.81	426.107
1531.5	425.973
1532.19	418.299
1532.88	419.352
1533.57	418.935
1534.26	411.6
1534.94	419.55
1535.63	416.901
1536.32	420.737
1537.01	411.104
1537.7	412.881
1538.39	422.387
1539.08	409.418
1539.77	414.264
1540.45	418.159
1541.14	418.301
1541.83	410.534
1542.52	404.367
1543.21	409.489
1543.9	406.921
1544.58	408.044
1545.27	404.683
1545.96	406.808
1546.65	404.809
1547.33	408.079
1548.02	407.524
1548.71	400.233
1549.4	399.939
1550.09	389.622
1550.77	396.316
1551.46	411.345
1552.15	405.313
1552.84	404.312
1553.52	400.281
1554.21	396.544
1554.9	406.497
1555.58	400.714
1556.27	403.857
1556.96	397.731
1557.65	393.75
1558.33	399.988
1559.02	395.85
1559.71	394.403
1560.39	394.36
1561.08	388.172
1561.77	386.684
1562.45	386.374
1563.14	387.137
1563.83	387.179
1564.51	382.764
1565.2	382.426
1565.89	384.458
1566.57	382.94
1567.26	391.814
1567.94	388.047
1568.63	388.882
1569.32	374.591
1570	379.016
1570.69	390.357
1571.37	392.009
1572.06	387.727
1572.74	379.63
1573.43	383.334
1574.12	389.849
1574.8	387.815
1575.49	387.018
1576.17	383.265
1576.86	371.892
1577.54	372.105
1578.23	367.145
1578.91	377.489
1579.6	388.32
1580.28	374.557
1580.97	376.042
1581.65	381.793
1582.34	378.057
1583.02	376.791
1583.71	383.15
1584.39	375.863
1585.08	369.474
1585.76	374
1586.45	375.272
1587.13	374.11
1587.81	374.018
1588.5	376.81
1589.18	379.463
1589.87	377.852
1590.55	373.15
1591.24	379.298
1591.92	378.955
1592.6	379.387
1593.29	380.438
1593.97	373.662
1594.66	379.032
1595.34	376.848
1596.02	380.582
1596.71	385.842
1597.39	383.475
1598.07	382.07
1598.76	383.057
1599.44	378.06
1599.81	373.313
